1,0,0,0,0
2,1,1,1,1
3,3,2,3,3
4,7,3,6,6
5,12,4,10,10
6,16,5,15,15
7,21,6,21,21
8,27,7,28,28
9,35,8,36,36
10,41,9,45,45
11,49,10,55,55
12,55,11,66,66
13,63,12,78,78
14,69,13,91,91
15,77,14,105,105
16,85,15,120,120
17,95,16,136,136
18,103,17,153,153
19,113,18,171,171
20,121,19,190,190
21,131,20,210,210
22,139,21,231,231
23,149,22,253,253
24,157,23,276,276
25,167,24,300,300
26,175,25,325,325
27,185,26,351,351
28,193,27,378,378
29,203,28,406,406
30,211,29,435,435
