1,0,0,0,0
2,1,1,1,1
3,3,3,3,3
4,6,6,6,6
5,10,10,10,10
6,14,15,15,15
7,18,21,21,21
8,24,28,28,28
9,30,36,36,36
10,35,45,45,45
11,39,55,55,55
12,47,66,66,66
13,55,78,78,78
14,61,91,91,91
15,66,105,105,105
16,72,120,120,120
17,79,136,136,136
18,87,153,153,153
19,99,171,171,171
20,105,190,190,190
21,111,210,210,210
22,118,231,231,231
23,130,253,253,253
24,137,276,276,276
25,143,300,300,300
26,150,325,325,325
27,161,351,351,351
28,171,378,378,378
29,176,406,406,406
30,188,435,435,435
